id,name,type,location,criticality,owner,description,ip_address,os,software,processes,dependencies
IT-01991,Station de Travail - Dubaï,Station de Travail,"Dubaï, Émirats Arabes Unis",high,Direction IT,Station de Travail utilisé pour Sécurité et Conformité.,192.168.4.7,N/A,N/A,"Ressources Humaines, Analyse des Risques",IT-00951
IT-01992,Pare-feu - Rio de Janeiro,Pare-feu,"Rio de Janeiro, Brésil",high,Direction Financière,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.21.184,FortiOS 7.4,FortiGate 2000E,"Finance et Comptabilité, Analyse des Risques, Gestion des Stocks",IT-01501
IT-01993,Serveur Applicatif - Rotterdam,Serveur Applicatif,"Rotterdam, Pays-Bas",high,Direction IT,Serveur Applicatif hébergeant des applications critiques pour Planification des Itinéraires. Exécute Custom TMS.,192.168.79.217,N/A,Docker,"Gestion des Équipages, Sécurité et Conformité, Maintenance des Navires","IT-00703, IT-00696"
IT-01994,Serveur de Bases de Données - Marseille,Serveur de Bases de Données,"Marseille, France",medium,Direction Opérations,Serveur de Bases de Données hébergeant des applications critiques pour Ressources Humaines. Stocke les données des cargaisons. Capacité: 7 To.,192.168.18.245,N/A,PostgreSQL 14,"Gestion des Équipages, Finance et Comptabilité, Suivi des Cargaisons","IT-01374, IT-01699"
IT-01995,Switch - Rio de Janeiro,Switch,"Rio de Janeiro, Brésil",low,Direction Opérations,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.156.82,Cisco Catalyst 9000,Cisco Catalyst 9000,"Approvisionnement, Ressources Humaines",IT-01699
IT-01996,Poste de Travail - Shenzhen,Poste de Travail,"Shenzhen, Chine",medium,Direction Opérations,Poste de Travail utilisé pour Finance et Comptabilité. Configuré avec Microsoft Office 365.,192.168.142.150,macOS Monterey,Microsoft Office 365,"Finance et Comptabilité, Gestion des Équipages","IT-01186, IT-01708, IT-00213"
IT-01997,Serveur de Bases de Données - Singapour,Serveur de Bases de Données,"Singapour, Singapour",critical,Direction Financière,Serveur de Bases de Données hébergeant des applications critiques pour Approvisionnement. Stocke les données des cargaisons. Capacité: 4 To.,192.168.117.139,N/A,PostgreSQL 14,Communication Interne,"IT-01064, IT-01724, IT-00020"
IT-01998,Station de Travail - Hambourg,Station de Travail,"Hambourg, Allemagne",low,Direction RH,Station de Travail utilisé pour Communication Interne.,192.168.63.216,N/A,N/A,"Sécurité et Conformité, Suivi des Cargaisons",
IT-01999,Station de Travail - Busan,Station de Travail,"Busan, Corée du Sud",low,Direction Financière,Station de Travail utilisé pour Analyse des Risques.,192.168.204.193,N/A,N/A,"Douanes et Réglementations, Sécurité et Conformité",
IT-02000,Imprimante Réseau - Rotterdam,Imprimante Réseau,"Rotterdam, Pays-Bas",medium,Direction Opérations,Imprimante Réseau utilisé pour Approvisionnement.,192.168.195.99,N/A,N/A,"Communication Interne, Douanes et Réglementations",IT-00203
IT-02001,Imprimante Réseau - Le Havre,Imprimante Réseau,"Le Havre, France",low,Direction Logistique,Imprimante Réseau utilisé pour Communication Interne.,192.168.35.46,N/A,N/A,"Communication Interne, Planification des Itinéraires, Sécurité et Conformité",IT-00610
IT-02002,Poste de Travail - Marseille,Poste de Travail,"Marseille, France",medium,Direction Financière,Poste de Travail utilisé pour Gestion des Flottes. Configuré avec PuTTY.,192.168.186.84,macOS Monterey,Microsoft Office 365,"Gestion des Réservations, Maintenance des Navires, Gestion des Stocks","IT-00085, IT-01476"
IT-02003,Douchette de Lecture - Los Angeles,Douchette de Lecture,"Los Angeles, États-Unis",medium,Direction Financière,Douchette pour la lecture des codes-barres. Modèle: Honeywell Voyager 1450g.,N/A,N/A,Honeywell Voyager 1450g,Analyse des Risques,
IT-02004,Serveur de Bases de Données - Yokohama,Serveur de Bases de Données,"Yokohama, Japon",high,Direction IT,Serveur de Bases de Données hébergeant des applications critiques pour Communication Interne. Stocke les données des clients. Capacité: 10 To.,192.168.9.6,N/A,Oracle Database 19c,Maintenance des Navires,"IT-00484, IT-01952"
IT-02005,Serveur de Sauvegarde - Busan,Serveur de Sauvegarde,"Busan, Corée du Sud",high,Direction Financière,Serveur de Sauvegarde utilisé pour Sécurité et Conformité.,192.168.66.125,N/A,Veeam Backup,"Approvisionnement, Gestion des Réservations","IT-00501, IT-01762, IT-00881"
IT-02006,Serveur Web - Ningbo,Serveur Web,"Ningbo, Chine",medium,Direction Financière,Serveur Web utilisé pour Gestion des Clients.,192.168.242.236,N/A,Apache HTTP Server,Finance et Comptabilité,
IT-02007,Pare-feu - Hambourg,Pare-feu,"Hambourg, Allemagne",low,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.210.137,FortiOS 7.4,FortiGate 2000E,Sécurité et Conformité,
IT-02008,Switch - Singapour,Switch,"Singapour, Singapour",medium,Direction RH,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.219.250,Cisco Catalyst 9000,Cisco Catalyst 9000,"Gestion des Stocks, Analyse des Risques, Ressources Humaines","IT-00198, IT-00538"
IT-02009,Serveur de Fichiers - Rio de Janeiro,Serveur de Fichiers,"Rio de Janeiro, Brésil",medium,Direction Logistique,Serveur de Fichiers utilisé pour Finance et Comptabilité.,192.168.123.244,N/A,Samba,"Finance et Comptabilité, Gestion des Stocks",
IT-02010,Routeur - Marseille,Routeur,"Marseille, France",low,Direction Logistique,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.228.222,Cisco IOS,Cisco 4000 Series,"Gestion des Flottes, Suivi des Cargaisons, Communication Interne",
IT-02011,Pare-feu - Santos,Pare-feu,"Santos, Brésil",critical,Direction IT,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.212.231,FortiOS 7.4,FortiGate 2000E,Gestion des Équipages,IT-00414
IT-02012,Routeur - Dubaï,Routeur,"Dubaï, Émirats Arabes Unis",high,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.36.81,Cisco IOS,Cisco 4000 Series,"Gestion des Réservations, Maintenance des Navires, Analyse des Risques","IT-01204, IT-01799"
IT-02013,Poste de Travail Portable - Singapour,Poste de Travail Portable,"Singapour, Singapour",critical,Direction IT,Poste de Travail Portable utilisé pour Gestion des Réservations. Configuré avec Microsoft Office 365.,192.168.152.236,Windows 11 Entreprise,Microsoft Office 365,"Analyse des Risques, Gestion des Équipages, Gestion des Réservations","IT-01260, IT-01243"
IT-02014,Serveur - Dubaï,Serveur,"Dubaï, Émirats Arabes Unis",low,Direction Financière,Serveur hébergeant des applications critiques pour Ressources Humaines. Exécute Oracle Database.,192.168.70.61,Linux (Ubuntu 20.04),SAP ERP,"Finance et Comptabilité, Douanes et Réglementations","IT-00685, IT-00720, IT-00652"
IT-02015,Poste de Travail Portable - Ningbo,Poste de Travail Portable,"Ningbo, Chine",critical,Direction IT,Poste de Travail Portable utilisé pour Approvisionnement. Configuré avec Microsoft Office 365.,192.168.1.180,Windows 11 Entreprise,Microsoft Office 365,Gestion des Stocks,"IT-01341, IT-00021"
IT-02016,Routeur - Brême,Routeur,"Brême, Allemagne",low,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.218.183,Cisco IOS,Cisco 4000 Series,"Gestion des Équipages, Approvisionnement","IT-00074, IT-01364"
IT-02017,Serveur de Sauvegarde - Shenzhen,Serveur de Sauvegarde,"Shenzhen, Chine",low,Direction IT,Serveur de Sauvegarde utilisé pour Communication Interne.,192.168.250.206,N/A,Veeam Backup,"Gestion des Flottes, Gestion des Clients","IT-01179, IT-00153, IT-01677"
IT-02018,Équipement Réseau - Dubaï,Équipement Réseau,"Dubaï, Émirats Arabes Unis",medium,Direction Financière,Équipement Réseau assurant la connectivité du réseau. Modèle: Cisco IOS.,192.168.9.239,Cisco IOS,Cisco IOS,"Gestion des Équipages, Approvisionnement","IT-00523, IT-01067, IT-01661"
IT-02019,Serveur - Brême,Serveur,"Brême, Allemagne",medium,Direction Logistique,Serveur hébergeant des applications critiques pour Gestion des Réservations. Exécute SAP ERP.,192.168.162.223,Linux (Ubuntu 20.04),SAP ERP,"Suivi des Cargaisons, Ressources Humaines, Sécurité et Conformité",IT-01466
IT-02020,Station de Travail - Dubaï,Station de Travail,"Dubaï, Émirats Arabes Unis",low,Direction Logistique,Station de Travail utilisé pour Finance et Comptabilité.,192.168.126.97,N/A,N/A,"Gestion des Stocks, Planification des Itinéraires, Approvisionnement","IT-01677, IT-00184, IT-00898"
IT-02021,Serveur de Fichiers - Ningbo,Serveur de Fichiers,"Ningbo, Chine",low,Direction RH,Serveur de Fichiers utilisé pour Gestion des Réservations.,192.168.59.169,N/A,Samba,"Ressources Humaines, Gestion des Réservations","IT-00482, IT-00790, IT-01558"
IT-02022,Pare-feu - Singapour,Pare-feu,"Singapour, Singapour",high,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.154.114,FortiOS 7.4,FortiGate 2000E,"Douanes et Réglementations, Ressources Humaines",IT-01934
IT-02023,Switch - Hambourg,Switch,"Hambourg, Allemagne",medium,Direction Opérations,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.101.217,Cisco Catalyst 9000,Cisco Catalyst 9000,"Planification des Itinéraires, Approvisionnement, Communication Interne","IT-01653, IT-00145"
IT-02024,Serveur Applicatif - Ningbo,Serveur Applicatif,"Ningbo, Chine",medium,Direction RH,Serveur Applicatif hébergeant des applications critiques pour Approvisionnement. Exécute Custom TMS.,192.168.54.213,N/A,Docker,"Planification des Itinéraires, Gestion des Flottes",
IT-02025,Serveur de Sauvegarde - Nantes,Serveur de Sauvegarde,"Nantes, France",medium,Direction Financière,Serveur de Sauvegarde utilisé pour Planification des Itinéraires.,192.168.114.114,N/A,Veeam Backup,"Gestion des Flottes, Sécurité et Conformité","IT-01253, IT-01601"
IT-02026,Station de Travail - Houston,Station de Travail,"Houston, États-Unis",critical,Direction Opérations,Station de Travail utilisé pour Communication Interne.,192.168.115.13,N/A,N/A,"Gestion des Stocks, Douanes et Réglementations, Sécurité et Conformité",
IT-02027,Poste de Travail Portable - Nantes,Poste de Travail Portable,"Nantes, France",high,Direction Financière,Poste de Travail Portable utilisé pour Approvisionnement. Configuré avec Microsoft Office 365.,192.168.3.47,Windows 11 Entreprise,Microsoft Office 365,"Planification des Itinéraires, Gestion des Flottes, Analyse des Risques",IT-00382
IT-02028,Portique Numérique - New York,Portique Numérique,"New York, États-Unis",critical,Direction Opérations,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.156.194,Embedded Linux,Système de Contrôle Kalmar,"Approvisionnement, Gestion des Clients, Sécurité et Conformité",
IT-02029,Poste de Travail - Busan,Poste de Travail,"Busan, Corée du Sud",critical,Direction Financière,Poste de Travail utilisé pour Maintenance des Navires. Configuré avec Microsoft Office 365.,192.168.65.137,macOS Monterey,PuTTY,Gestion des Clients,
IT-02030,Serveur de Bases de Données - Dubaï,Serveur de Bases de Données,"Dubaï, Émirats Arabes Unis",high,Direction RH,Serveur de Bases de Données hébergeant des applications critiques pour Ressources Humaines. Stocke les données des clients. Capacité: 2 To.,192.168.109.52,N/A,Oracle Database 19c,"Planification des Itinéraires, Communication Interne, Gestion des Flottes",
IT-02031,Portique Numérique - Singapour,Portique Numérique,"Singapour, Singapour",high,Direction RH,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.94.232,Embedded Linux,Système de Contrôle Kalmar,"Gestion des Flottes, Ressources Humaines",IT-00646
IT-02032,Serveur de Sauvegarde - Nantes,Serveur de Sauvegarde,"Nantes, France",high,Direction IT,Serveur de Sauvegarde utilisé pour Suivi des Cargaisons.,192.168.104.213,N/A,Veeam Backup,Sécurité et Conformité,"IT-00475, IT-00913"
IT-02033,Station de Travail - Ningbo,Station de Travail,"Ningbo, Chine",high,Direction RH,Station de Travail utilisé pour Finance et Comptabilité.,192.168.143.219,N/A,N/A,Suivi des Cargaisons,IT-00281
IT-02034,Serveur Applicatif - Singapour,Serveur Applicatif,"Singapour, Singapour",medium,Direction Opérations,Serveur Applicatif hébergeant des applications critiques pour Gestion des Clients. Exécute Custom TMS.,192.168.187.35,N/A,Docker,Finance et Comptabilité,"IT-01310, IT-00380"
IT-02035,Serveur de Fichiers - Shenzhen,Serveur de Fichiers,"Shenzhen, Chine",low,Direction Logistique,Serveur de Fichiers utilisé pour Gestion des Clients.,192.168.22.211,N/A,Samba,Gestion des Clients,
IT-02036,Serveur Web - Rotterdam,Serveur Web,"Rotterdam, Pays-Bas",high,Direction Logistique,Serveur Web utilisé pour Gestion des Équipages.,192.168.56.161,N/A,Nginx,Ressources Humaines,
IT-02037,Poste de Travail - Singapour,Poste de Travail,"Singapour, Singapour",medium,Direction Logistique,Poste de Travail utilisé pour Gestion des Réservations. Configuré avec PuTTY.,192.168.135.9,macOS Monterey,PuTTY,Finance et Comptabilité,IT-00556
IT-02038,Portique Numérique - Dunkerque,Portique Numérique,"Dunkerque, France",high,Direction IT,Portique numérique pour le chargement/déchargement des conteneurs. Équipé de Système de Contrôle Kalmar.,192.168.90.77,Embedded Linux,Système de Contrôle Kalmar,"Finance et Comptabilité, Maintenance des Navires, Douanes et Réglementations",IT-00847
IT-02039,Serveur Web - Santos,Serveur Web,"Santos, Brésil",high,Direction RH,Serveur Web utilisé pour Gestion des Clients.,192.168.125.177,N/A,Apache HTTP Server,"Gestion des Flottes, Communication Interne, Gestion des Équipages",
IT-02040,Serveur de Fichiers - Nantes,Serveur de Fichiers,"Nantes, France",medium,Direction Opérations,Serveur de Fichiers utilisé pour Gestion des Clients.,192.168.11.130,N/A,Samba,Gestion des Équipages,"IT-01184, IT-01142"
IT-02041,Terminal d'Impression - Rio de Janeiro,Terminal d'Impression,"Rio de Janeiro, Brésil",low,Direction Financière,Imprimante pour l'impression des documents. Modèle: Firmware Xerox v5.2.,192.168.102.147,N/A,Firmware Xerox v5.2,"Communication Interne, Suivi des Cargaisons","IT-00800, IT-00978"
IT-02042,Switch - Yokohama,Switch,"Yokohama, Japon",high,Direction IT,Switch assurant la connectivité du réseau. Modèle: Cisco Catalyst 9000.,192.168.190.87,Cisco Catalyst 9000,Cisco Catalyst 9000,Approvisionnement,
IT-02043,Poste de Travail Portable - Shanghai,Poste de Travail Portable,"Shanghai, Chine",low,Direction RH,Poste de Travail Portable utilisé pour Douanes et Réglementations. Configuré avec Microsoft Office 365.,192.168.232.144,Windows 11 Entreprise,Microsoft Office 365,Suivi des Cargaisons,"IT-01627, IT-00243"
IT-02044,Pare-feu - Dubaï,Pare-feu,"Dubaï, Émirats Arabes Unis",medium,Direction RH,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.200.142,FortiOS 7.4,FortiGate 2000E,"Maintenance des Navires, Planification des Itinéraires",
IT-02045,Scanneur de Code-Barre - Busan,Scanneur de Code-Barre,"Busan, Corée du Sud",medium,Direction IT,Scanneur de Code-Barre utilisé pour Gestion des Stocks.,N/A,N/A,Zebra DS9908,"Finance et Comptabilité, Maintenance des Navires",
IT-02046,Routeur - Singapour,Routeur,"Singapour, Singapour",medium,Direction RH,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.73.54,Cisco IOS,Cisco 4000 Series,"Douanes et Réglementations, Gestion des Réservations",IT-01464
IT-02047,Routeur - Hambourg,Routeur,"Hambourg, Allemagne",low,Direction IT,Routeur assurant la connectivité du réseau. Modèle: Cisco 4000 Series.,192.168.122.98,Cisco IOS,Cisco 4000 Series,"Planification des Itinéraires, Gestion des Réservations, Finance et Comptabilité",IT-01176
IT-02048,Pare-feu - Marseille,Pare-feu,"Marseille, France",medium,Direction Logistique,Pare-feu assurant la connectivité du réseau. Modèle: FortiGate 2000E.,192.168.179.43,FortiOS 7.4,FortiGate 2000E,"Gestion des Réservations, Planification des Itinéraires, Analyse des Risques","IT-01592, IT-00351"
IT-02049,Serveur de Fichiers - Dubaï,Serveur de Fichiers,"Dubaï, Émirats Arabes Unis",high,Direction Logistique,Serveur de Fichiers utilisé pour Sécurité et Conformité.,192.168.110.65,N/A,Samba,Sécurité et Conformité,IT-01888
IT-02050,Imprimante Réseau - Busan,Imprimante Réseau,"Busan, Corée du Sud",medium,Direction Opérations,Imprimante Réseau utilisé pour Maintenance des Navires.,192.168.67.117,N/A,N/A,"Analyse des Risques, Gestion des Flottes, Ressources Humaines",IT-01912
